title,price,layout,address,agent,href
整租 | 裕安花园 2室1厅1卫,3000,2室1厅1卫    52㎡,新安  裕安花园距5号线灵芝地铁站步行374m,来自个人房源,https://short.58.com/zd_p/1e5d1f2f-2041-451a-9320-96a922068ea9/?target=fh-16-xgk_hvimob_57546033778154q-feykn&end=end&shangquan=xinanlu&shangquanId=1842&dataSource=1
整租 | 弓村二区 2室1厅1卫,2300,2室1厅1卫    58㎡,龙华中心区  弓村二区距4号线清湖地铁站步行1282m,来自个人房源,https://sz.58.com/zufang/41438443840801x.shtml?houseId=1382079127773191&shangquan=szlhzxq&shangquanId=18231&dataSource=0
整租 | 德昌东街 2室1厅1卫,1080,2室1厅1卫    80㎡,坪山  德昌东街,来自个人房源,https://sz.58.com/zufang/39229136519562x.shtml?houseId=1099287790952448&shangquan=pingsh&shangquanId=14724&dataSource=0
整租 | 鸿荣源壹成中心花园 4室1厅2卫,8050,4室1厅2卫    100㎡,龙华  鸿荣源壹成中心花园距4号线龙华地铁站步行837m,来自个人房源,https://sz.58.com/zufang/41394285467399x.shtml?houseId=1376426855687172&shangquan=longhua&shangquanId=1850&dataSource=0
整租 | 固戍塘西新村 2室1厅1卫,2680,2室1厅1卫    60㎡,西乡  固戍塘西新村距1号线固戍地铁站步行837m,来自个人房源,https://sz.58.com/zufang/41352568125193x.shtml?houseId=1371087036015620&shangquan=xixiangsz&shangquanId=6151&dataSource=0
整租 | 金地梅陇镇 3室 2厅2卫,6000,3室2厅2卫    90㎡,民治  金地梅陇镇,来自个人房源,https://sz.58.com/zufang/41360757055014x.shtml?houseId=1372135219060744&shangquan=minzhi&shangquanId=6145&dataSource=0
单间 | 白石洲建行宿舍 2室1厅1卫 主卧 南,700,主卧(2室)    35㎡,白石洲  白石洲建行宿舍,来自个人房源,https://sz.58.com/hezu/41034622995219x.shtml?houseId=1330390059162631&shangquan=baishizhou&shangquanId=6101&dataSource=0
整租 | 珑门 3室2厅2卫,4300,3室2厅2卫    82㎡,观澜  珑门,来自个人房源,https://sz.58.com/zufang/36828062957849x.shtml?houseId=869661368997888&shangquan=guanlansz&shangquanId=6177&dataSource=0
单间 | 美丽365花园 4室1厅2卫 次卧 南,1600,次卧(4室)    19㎡,美丽365花园  美丽365花园,来自个人房源,https://sz.58.com/hezu/41436039247908x.shtml?houseId=1381771339489292&shangquan=meilihy&shangquanId=14559&dataSource=0
整租 | 西湖塘哑福园 1室1厅1卫,650,1室1厅1卫    40㎡,坪地  西湖塘哑福园,来自个人房源,https://sz.58.com/zufang/41439364828034x.shtml?houseId=1382197013864462&shangquan=pingdi&shangquanId=11919&dataSource=0
整租 | 新安上川村 1室0厅1卫,1850,1室0厅1卫    30㎡,流塘  新安上川村距5号线洪浪北地铁站步行1016m,来自个人房源,https://sz.58.com/zufang/41393157618467x.shtml?houseId=1376282491247618&shangquan=ltszs&shangquanId=118585&dataSource=0
整租 | 润达圆庭 1室1厅1卫,3045,1室1厅1卫    35㎡,民治  润达圆庭距4号线红山地铁站步行656m,来自个人房源,https://sz.58.com/zufang/41417471591555x.shtml?houseId=1379394679626762&shangquan=minzhi&shangquanId=6145&dataSource=0
整租 | 广东省银行大厦 3室1厅1卫,8200,3室1厅1卫    90㎡,人民南  广东省银行大厦距9号线人民南地铁站步行154m,来自个人房源,https://sz.58.com/zufang/41272481090973x.shtml?houseId=1360835895469056&shangquan=renminnan&shangquanId=2678&dataSource=0
整租 | 阳光第五季 3室2厅1卫,3999,3室2厅1卫    80㎡,坂田  阳光第五季距5号线五和地铁站步行1346m,来自个人房源,https://sz.58.com/zufang/41439355053444x.shtml?houseId=1382195763160066&shangquan=bantianq&shangquanId=2688&dataSource=0
整租 | 樟坑一区 2室1厅1卫,2600,2室1厅1卫    55㎡,深圳北站  樟坑一区距5号线民治地铁站步行650m,来自个人房源,https://sz.58.com/zufang/41439355058952x.shtml?houseId=1382195763650570&shangquan=szszbz&shangquanId=18233&dataSource=0
整租 | 龙光城 3室2厅2卫,2000,3室2厅2卫    97㎡,惠州  龙光城,来自个人房源,https://sz.58.com/zufang/41327587132447x.shtml?houseId=1367889468957704&shangquan=huizhouszzb&shangquanId=117096&dataSource=0
